Zip Code,CPL Payouts,city,state_id
27427,$82.00,Greensboro,NC
27429,$82.00,Greensboro,NC
27435,$82.00,Greensboro,NC
27438,$82.00,Greensboro,NC
27455,$82.00,Greensboro,NC
27495,$82.00,Greensboro,NC
27497,$82.00,Greensboro,NC
27498,$82.00,Greensboro,NC
27499,$82.00,Greensboro,NC
73301,$82.00,Oklahoma City,OK
73344,$82.00,Oklahoma City,OK
78617,$82.00,Del Valle,TX
78645,$82.00,Leander,TX
78651,$82.00,McDade,TX
78652,$82.00,Manchaca,TX
78653,$82.00,Manor,TX
78660,$82.00,Pflugerville,TX
78669,$82.00,Spicewood,TX
78691,$82.00,Round Rock,TX
78701,$82.00,Austin,TX
78702,$82.00,Austin,TX
78703,$82.00,Austin,TX
78704,$82.00,Austin,TX
78705,$82.00,Austin,TX
78708,$82.00,Austin,TX
78709,$82.00,Austin,TX
78710,$82.00,Austin,TX
78711,$82.00,Austin,TX
78712,$82.00,Austin,TX
78713,$82.00,Austin,TX
78714,$82.00,Austin,TX
78715,$82.00,Austin,TX
78716,$82.00,Austin,TX
78718,$82.00,Austin,TX
78719,$82.00,Austin,TX
78720,$82.00,Austin,TX
78721,$82.00,Austin,TX
78722,$82.00,Austin,TX
78723,$82.00,Austin,TX
78724,$82.00,Austin,TX
78725,$82.00,Austin,TX
78726,$82.00,Austin,TX
78727,$82.00,Austin,TX
78728,$82.00,Austin,TX
78730,$82.00,Austin,TX
78731,$82.00,Austin,TX
78732,$82.00,Austin,TX
78733,$82.00,Austin,TX
78734,$82.00,Austin,TX
78735,$82.00,Austin,TX
78736,$82.00,Austin,TX
78738,$82.00,Austin,TX
78739,$82.00,Austin,TX
78741,$82.00,Austin,TX
78742,$82.00,Austin,TX
78744,$82.00,Austin,TX
78745,$82.00,Austin,TX
78746,$82.00,Austin,TX
78747,$82.00,Austin,TX
78748,$82.00,Austin,TX
78749,$82.00,Austin,TX
78750,$82.00,Austin,TX
78751,$82.00,Austin,TX
78752,$82.00,Austin,TX
78753,$82.00,Austin,TX
78754,$82.00,Austin,TX
78755,$82.00,Austin,TX
78756,$82.00,Austin,TX
78757,$82.00,Austin,TX
78758,$82.00,Austin,TX
78759,$82.00,Austin,TX
78760,$82.00,Austin,TX
78761,$82.00,Austin,TX
78762,$82.00,Austin,TX
78763,$82.00,Austin,TX
78764,$82.00,Austin,TX
78765,$82.00,Austin,TX
78766,$82.00,Austin,TX
78767,$82.00,Austin,TX
78768,$82.00,Austin,TX
78772,$82.00,Austin,TX
78773,$82.00,Austin,TX
78774,$82.00,Austin,TX
78778,$82.00,Austin,TX
78779,$82.00,Austin,TX
78783,$82.00,Austin,TX
78799,$82.00,Austin,TX
80011,$82.00,Aurora,CO
80020,$82.00,Broomfield,CO
80022,$82.00,Commerce City,CO
80023,,Broomfield,CO
80030,,Westminster,CO
80031,,Westminster,CO
80221,,Denver,CO
80229,,Denver,CO
80233,,Denver,CO
80234,,Denver,CO
80241,,Thornton,CO
80260,,Denver,CO
80601,,Brighton,CO
80602,,Brighton,CO
80640,,Henderson,CO
90001,,Los Angeles,CA
90002,,Los Angeles,CA
90003,,Los Angeles,CA
90004,,Los Angeles,CA
90005,,Los Angeles,CA
90006,,Los Angeles,CA
90007,,Los Angeles,CA
90008,,Los Angeles,CA
90009,,Los Angeles,CA
90010,,Los Angeles,CA
90011,,Los Angeles,CA
90012,,Los Angeles,CA
90013,,Los Angeles,CA
90014,,Los Angeles,CA
90015,,Los Angeles,CA
90016,,Los Angeles,CA
90017,,Los Angeles,CA
90018,,Los Angeles,CA
90019,,Los Angeles,CA
90020,,Los Angeles,CA
90021,,Los Angeles,CA
90022,,Los Angeles,CA
90023,$82.00,Los Angeles,CA
90024,$82.00,Los Angeles,CA
90025,$82.00,Los Angeles,CA
90026,$82.00,Los Angeles,CA
90027,$82.00,Los Angeles,CA
90028,$82.00,Los Angeles,CA
90029,$82.00,Los Angeles,CA
90030,$82.00,Los Angeles,CA
90031,$82.00,Los Angeles,CA
90032,$82.00,Los Angeles,CA
90033,$82.00,Los Angeles,CA
90034,$82.00,Los Angeles,CA
90035,$82.00,Los Angeles,CA
90036,$82.00,Los Angeles,CA
90037,$82.00,Los Angeles,CA
90038,$82.00,Los Angeles,CA
90039,$82.00,Los Angeles,CA
90040,$82.00,Los Angeles,CA
90041,$82.00,Los Angeles,CA
90042,$82.00,Los Angeles,CA
90043,$82.00,Los Angeles,CA
90044,$82.00,Los Angeles,CA
90045,$82.00,Los Angeles,CA
90046,$82.00,Los Angeles,CA
90047,$82.00,Los Angeles,CA
90048,$82.00,Los Angeles,CA
90049,$82.00,Los Angeles,CA
90050,$82.00,Los Angeles,CA
90051,$82.00,Los Angeles,CA
90052,$82.00,Los Angeles,CA
90053,$82.00,Los Angeles,CA
90054,$82.00,Los Angeles,CA
90055,$82.00,Los Angeles,CA
90056,$82.00,Los Angeles,CA
90057,$82.00,Los Angeles,CA
90058,$82.00,Los Angeles,CA
90059,$82.00,Los Angeles,CA
90060,$82.00,Los Angeles,CA
90061,$82.00,Los Angeles,CA
90062,$82.00,Los Angeles,CA
90063,$82.00,Los Angeles,CA
90064,$82.00,Los Angeles,CA
90065,$82.00,Los Angeles,CA
90066,$82.00,Los Angeles,CA
90067,$82.00,Los Angeles,CA
90068,$82.00,Los Angeles,CA
90069,$82.00,West Hollywood,CA
90070,$82.00,West Hollywood,CA
90071,$82.00,Los Angeles,CA
90072,$82.00,Los Angeles,CA
90073,$82.00,Los Angeles,CA
90074,$82.00,Los Angeles,CA
90075,$82.00,Los Angeles,CA
90076,$82.00,Los Angeles,CA
90077,$82.00,Los Angeles,CA
90078,$82.00,Los Angeles,CA
90079,$82.00,Los Angeles,CA
90080,$82.00,Los Angeles,CA
90081,$82.00,Los Angeles,CA
90082,$82.00,Los Angeles,CA
90083,$82.00,Los Angeles,CA
90084,$82.00,Los Angeles,CA
90086,$82.00,Los Angeles,CA
90087,$82.00,Los Angeles,CA
90088,$82.00,Los Angeles,CA
90089,$82.00,Los Angeles,CA
90090,$82.00,Los Angeles,CA
90091,$82.00,Los Angeles,CA
90093,$82.00,Los Angeles,CA
90094,$82.00,Playa Vista,CA
90095,$82.00,Los Angeles,CA
90096,$82.00,Los Angeles,CA
90099,$82.00,Los Angeles,CA
90189,$82.00,Los Angeles,CA
90201,$82.00,Bell Gardens,CA
90202,$82.00,Bell Gardens,CA
90209,$82.00,Bell Gardens,CA
90210,$82.00,Beverly Hills,CA
90211,$82.00,Beverly Hills,CA
90212,$82.00,Beverly Hills,CA
90213,$82.00,Beverly Hills,CA
90220,$82.00,Compton,CA
90221,$82.00,Compton,CA
90222,$82.00,Compton,CA
90223,$82.00,Compton,CA
90224,$82.00,Compton,CA
90230,$82.00,Culver City,CA
90231,$82.00,Culver City,CA
90232,$82.00,Culver City,CA
90233,$82.00,Culver City,CA
90239,$82.00,Culver City,CA
90240,$82.00,Downey,CA
90241,$82.00,Downey,CA
90242,$82.00,Downey,CA
90245,$82.00,El Segundo,CA
90247,$82.00,Gardena,CA
90248,$82.00,Gardena,CA
90249,$82.00,Gardena,CA
90250,$82.00,Hawthorne,CA
90251,$82.00,Hawthorne,CA
90254,$82.00,Hermosa Beach,CA
90255,$82.00,Huntington Park,CA
90260,$82.00,Lawndale,CA
90261,$82.00,Lawndale,CA
90262,$82.00,Lynwood,CA
90263,$82.00,Malibu,CA
90264,$82.00,Malibu,CA
90265,$82.00,Malibu,CA
90266,$82.00,Manhattan Beach,CA
90267,$82.00,Manhattan Beach,CA
90270,$82.00,Maywood,CA
90272,$82.00,Pacific Palisades,CA
90274,$82.00,Palos Verdes Peninsula,CA
90275,$82.00,Rancho Palos Verdes,CA
90277,$82.00,Redondo Beach,CA
90278,$82.00,Redondo Beach,CA
90280,$82.00,South Gate,CA
90290,$82.00,Topanga,CA
90291,$82.00,Venice,CA
90292,$82.00,Marina Del Rey,CA
90293,$82.00,Playa Del Rey,CA
90294,$82.00,Playa Del Rey,CA
90295,$82.00,Playa Del Rey,CA
90296,$82.00,Playa Del Rey,CA
90301,$82.00,Inglewood,CA
90302,$82.00,Inglewood,CA
90303,$82.00,Inglewood,CA
90304,$82.00,Inglewood,CA
90305,$82.00,Inglewood,CA
90306,$82.00,Inglewood,CA
90307,$82.00,Inglewood,CA
90308,$82.00,Inglewood,CA
90309,$82.00,Inglewood,CA
90310,$82.00,Inglewood,CA
90311,$82.00,Inglewood,CA
90312,$82.00,Inglewood,CA
90401,$82.00,Santa Monica,CA
90402,$82.00,Santa Monica,CA
90403,$82.00,Santa Monica,CA
90404,$82.00,Santa Monica,CA
90405,$82.00,Santa Monica,CA
90406,$82.00,Santa Monica,CA
90407,$82.00,Santa Monica,CA
90408,$82.00,Santa Monica,CA
90409,$82.00,Santa Monica,CA
90410,$82.00,Santa Monica,CA
90411,$82.00,Santa Monica,CA
90501,$82.00,Torrance,CA
90502,$82.00,Torrance,CA
90503,$82.00,Torrance,CA
90504,$82.00,Torrance,CA
90505,$82.00,Torrance,CA
90506,$82.00,Torrance,CA
90507,$82.00,Torrance,CA
90508,$82.00,Torrance,CA
90509,$82.00,Torrance,CA
90510,$82.00,Torrance,CA
90601,$82.00,Whittier,CA
90602,$82.00,Whittier,CA
90603,$82.00,Whittier,CA
90604,$82.00,Whittier,CA
90605,$82.00,Whittier,CA
90606,$82.00,Whittier,CA
90607,$82.00,Whittier,CA
90608,$82.00,Whittier,CA
90609,$82.00,Whittier,CA
90610,$82.00,Whittier,CA
90620,$82.00,Buena Park,CA
90621,$82.00,Buena Park,CA
90622,$82.00,Buena Park,CA
90623,$82.00,La Palma,CA
90624,$82.00,La Palma,CA
90630,$82.00,Cypress,CA
90637,$82.00,La Habra,CA
90638,$82.00,La Mirada,CA
90639,$82.00,La Mirada,CA
90640,$82.00,Montebello,CA
90650,$82.00,Norwalk,CA
90651,$82.00,Norwalk,CA
90652,$82.00,Norwalk,CA
90660,$82.00,Pico Rivera,CA
90661,$82.00,Pico Rivera,CA
90662,$82.00,Pico Rivera,CA
90670,$82.00,Santa Fe Springs,CA
90671,$82.00,Santa Fe Springs,CA
90680,$82.00,Stanton,CA
90701,$82.00,Artesia,CA
90702,$82.00,Artesia,CA
90703,$82.00,Cerritos,CA
90704,$82.00,Avalon,CA
90706,$82.00,Bellflower,CA
90707,$82.00,Bellflower,CA
90710,$82.00,Harbor City,CA
90711,$82.00,Harbor City,CA
90712,$82.00,Lakewood,CA
90713,$82.00,Lakewood,CA
90714,$82.00,Lakewood,CA
90715,$82.00,Lakewood,CA
90716,$82.00,Hawaiian Gardens,CA
90717,$82.00,Lomita,CA
90720,$82.00,Los Alamitos,CA
90723,$82.00,Paramount,CA
90731,$82.00,San Pedro,CA
90732,$82.00,San Pedro,CA
90733,$82.00,San Pedro,CA
90734,$82.00,San Pedro,CA
90740,$82.00,Seal Beach,CA
90744,$82.00,Wilmington,CA
90745,$82.00,Carson,CA
90746,$82.00,Carson,CA
90747,$82.00,Carson,CA
90748,$82.00,Carson,CA
90749,$82.00,Carson,CA
90755,$82.00,Signal Hill,CA
90801,$82.00,Signal Hill,CA
90802,$82.00,Long Beach,CA
90803,$82.00,Long Beach,CA
90804,$82.00,Long Beach,CA
90805,$82.00,Long Beach,CA
90806,$82.00,Long Beach,CA
90807,$82.00,Long Beach,CA
90808,$82.00,Long Beach,CA
90809,$82.00,Long Beach,CA
90810,$82.00,Long Beach,CA
90813,$82.00,Long Beach,CA
90814,$82.00,Long Beach,CA
90815,$82.00,Long Beach,CA
90822,$82.00,Long Beach,CA
90831,$82.00,Long Beach,CA
90832,$82.00,Long Beach,CA
90833,$82.00,Long Beach,CA
90834,$82.00,Long Beach,CA
90835,$82.00,Long Beach,CA
90840,$82.00,Long Beach,CA
90842,$82.00,Long Beach,CA
90844,$82.00,Long Beach,CA
90846,$82.00,Long Beach,CA
90847,$82.00,Long Beach,CA
90848,$82.00,Long Beach,CA
90853,$82.00,Long Beach,CA
90895,$82.00,Long Beach,CA
90899,$82.00,Long Beach,CA
91001,$82.00,Altadena,CA
91003,$82.00,Altadena,CA
91006,$82.00,Arcadia,CA
91007,$82.00,Arcadia,CA
91008,$82.00,Duarte,CA
91009,$82.00,Duarte,CA
91010,$82.00,Duarte,CA
91011,$82.00,La Canada Flintridge,CA
91012,$82.00,La Canada Flintridge,CA
91016,$82.00,Monrovia,CA
91017,$82.00,Monrovia,CA
91020,$82.00,Montrose,CA
91021,$82.00,Montrose,CA
91023,$82.00,Montrose,CA
91024,$82.00,Sierra Madre,CA
91025,$82.00,Sierra Madre,CA
91030,$82.00,South Pasadena,CA
91031,$82.00,South Pasadena,CA
91040,$82.00,Sunland,CA
91041,$82.00,Sunland,CA
91042,$82.00,Tujunga,CA
91043,$82.00,Tujunga,CA
91046,$82.00,Verdugo City,CA
91066,$82.00,Verdugo City,CA
91077,$82.00,Verdugo City,CA
91101,$82.00,Pasadena,CA
91102,$82.00,Pasadena,CA
91103,$82.00,Pasadena,CA
91104,$82.00,Pasadena,CA
